,short_name,Position,date,voter_dum
1408,bernanke,Chairman,20100623,1
1409,dudley,Vice Chairman,20100623,1
1410,bullard,President,20100623,1
1411,duke,Governor,20100623,1
1412,hoenig,President,20100623,1
1413,kohn,Governor,20100623,1
1414,pianalto,President,20100623,1
1415,rosengren,President,20100623,1
1416,tarullo,Governor,20100623,1
1417,warsh,Governor,20100623,1
1418,bernanke,Chairman,20100810,1
1419,dudley,Vice Chairman,20100810,1
1420,bullard,President,20100810,1
1421,duke,Governor,20100810,1
1422,hoenig,President,20100810,1
1423,kohn,Governor,20100810,1
1424,pianalto,President,20100810,1
1425,rosengren,President,20100810,1
1426,tarullo,Governor,20100810,1
1427,warsh,Governor,20100810,1
1428,bernanke,Chairman,20100921,1
1429,dudley,Vice Chairman,20100921,1
1430,bullard,President,20100921,1
1431,duke,Governor,20100921,1
1432,hoenig,President,20100921,1
1433,pianalto,President,20100921,1
1434,rosengren,President,20100921,1
1435,tarullo,Governor,20100921,1
1436,warsh,Governor,20100921,1
1437,bernanke,Chairman,20101103,1
1438,dudley,Vice Chairman,20101103,1
1439,bullard,President,20101103,1
1440,duke,Governor,20101103,1
1441,hoenig,President,20101103,1
1442,pianalto,President,20101103,1
1443,rosengren,President,20101103,1
1444,tarullo,Governor,20101103,1
1445,warsh,Governor,20101103,1
1446,yellen,Governor,20101103,1
1447,bernanke,Chairman,20101214,1
1448,dudley,Vice Chairman,20101214,1
1449,bullard,President,20101214,1
1450,duke,Governor,20101214,1
1451,hoenig,President,20101214,1
1452,pianalto,President,20101214,1
1453,raskin,Governor,20101214,1
1454,rosengren,President,20101214,1
1455,tarullo,Governor,20101214,1
1456,warsh,Governor,20101214,1
1457,yellen,Governor,20101214,1
1458,bernanke,Chairman,20110126,1
1459,dudley,Vice Chairman,20110126,1
1460,duke,Governor,20110126,1
1461,evans,President,20110126,1
1462,fisher,President,20110126,1
1463,kocherlakota,President,20110126,1
1464,plosser,President,20110126,1
1465,raskin,Governor,20110126,1
1466,tarullo,Governor,20110126,1
1467,warsh,Governor,20110126,1
1468,yellen,Governor,20110126,1
1469,bernanke,Chairman,20110315,1
1470,dudley,Vice Chairman,20110315,1
1471,duke,Governor,20110315,1
1472,evans,President,20110315,1
1473,fisher,President,20110315,1
1474,kocherlakota,President,20110315,1
1475,plosser,President,20110315,1
1476,raskin,Governor,20110315,1
1477,tarullo,Governor,20110315,1
1478,yellen,Governor,20110315,1
1479,bernanke,Chairman,20110427,1
1480,dudley,Vice Chairman,20110427,1
1481,duke,Governor,20110427,1
1482,evans,President,20110427,1
1483,fisher,President,20110427,1
1484,kocherlakota,President,20110427,1
1485,plosser,President,20110427,1
1486,raskin,Governor,20110427,1
1487,tarullo,Governor,20110427,1
1488,yellen,Governor,20110427,1
1489,bernanke,Chairman,20110622,1
1490,dudley,Vice Chairman,20110622,1
1491,duke,Governor,20110622,1
1492,evans,President,20110622,1
1493,fisher,President,20110622,1
1494,kocherlakota,President,20110622,1
1495,plosser,President,20110622,1
1496,raskin,Governor,20110622,1
1497,tarullo,Governor,20110622,1
1498,yellen,Governor,20110622,1
1499,bernanke,Chairman,20110809,1
1500,dudley,Vice Chairman,20110809,1
1501,duke,Governor,20110809,1
1502,evans,President,20110809,1
1503,fisher,President,20110809,1
1504,kocherlakota,President,20110809,1
1505,plosser,President,20110809,1
1506,raskin,Governor,20110809,1
1507,tarullo,Governor,20110809,1
1508,yellen,Governor,20110809,1
1509,bernanke,Chairman,20110921,1
1510,dudley,Vice Chairman,20110921,1
1511,duke,Governor,20110921,1
1512,evans,President,20110921,1
1513,fisher,President,20110921,1
1514,kocherlakota,President,20110921,1
1515,plosser,President,20110921,1
1516,raskin,Governor,20110921,1
1517,tarullo,Governor,20110921,1
1518,yellen,Governor,20110921,1
1519,bernanke,Chairman,20111102,1
1520,dudley,Vice Chairman,20111102,1
1521,duke,Governor,20111102,1
1522,evans,President,20111102,1
1523,fisher,President,20111102,1
1524,kocherlakota,President,20111102,1
1525,plosser,President,20111102,1
1526,raskin,Governor,20111102,1
1527,tarullo,Governor,20111102,1
1528,yellen,Governor,20111102,1
1529,bernanke,Chairman,20111213,1
1530,dudley,Vice Chairman,20111213,1
1531,duke,Governor,20111213,1
1532,evans,President,20111213,1
1533,fisher,President,20111213,1
1534,kocherlakota,President,20111213,1
1535,plosser,President,20111213,1
1536,raskin,Governor,20111213,1
1537,tarullo,Governor,20111213,1
1538,yellen,Governor,20111213,1
1539,bernanke,Chairman,20120125,1
1540,dudley,Vice Chairman,20120125,1
1541,duke,Governor,20120125,1
1542,lacker,President,20120125,1
1543,lockhart,President,20120125,1
1544,pianalto,President,20120125,1
1545,raskin,Governor,20120125,1
1546,tarullo,Governor,20120125,1
1547,williams,President,20120125,1
1548,yellen,Governor,20120125,1
1549,bernanke,Chairman,20120313,1
1550,dudley,Vice Chairman,20120313,1
1551,duke,Governor,20120313,1
1552,lacker,President,20120313,1
1553,lockhart,President,20120313,1
1554,pianalto,President,20120313,1
1555,raskin,Governor,20120313,1
1556,tarullo,Governor,20120313,1
1557,williams,President,20120313,1
1558,yellen,Governor,20120313,1
1559,bernanke,Chairman,20120425,1
1560,dudley,Vice Chairman,20120425,1
1561,duke,Governor,20120425,1
1562,lacker,President,20120425,1
1563,lockhart,President,20120425,1
1564,pianalto,President,20120425,1
1565,raskin,Governor,20120425,1
1566,tarullo,Governor,20120425,1
1567,williams,President,20120425,1
1568,yellen,Governor,20120425,1
1569,bernanke,Chairman,20120620,1
1570,dudley,Vice Chairman,20120620,1
1571,duke,Governor,20120620,1
1572,lacker,President,20120620,1
1573,lockhart,President,20120620,1
1574,pianalto,President,20120620,1
1575,powell,Governor,20120620,1
1576,raskin,Governor,20120620,1
1577,stein,Governor,20120620,1
1578,tarullo,Governor,20120620,1
1579,williams,President,20120620,1
1580,yellen,Governor,20120620,1
1581,bernanke,Chairman,20120801,1
1582,dudley,Vice Chairman,20120801,1
1583,duke,Governor,20120801,1
1584,lacker,President,20120801,1
1585,lockhart,President,20120801,1
1586,pianalto,President,20120801,1
1587,powell,Governor,20120801,1
1588,raskin,Governor,20120801,1
1589,stein,Governor,20120801,1
1590,tarullo,Governor,20120801,1
1591,williams,President,20120801,1
1592,yellen,Governor,20120801,1
1593,bernanke,Chairman,20120913,1
1594,dudley,Vice Chairman,20120913,1
1595,duke,Governor,20120913,1
1596,lacker,President,20120913,1
1597,lockhart,President,20120913,1
1598,pianalto,President,20120913,1
1599,powell,Governor,20120913,1
1600,raskin,Governor,20120913,1
1601,stein,Governor,20120913,1
1602,tarullo,Governor,20120913,1
1603,williams,President,20120913,1
1604,yellen,Governor,20120913,1
1605,bernanke,Chairman,20121024,1
1606,dudley,Vice Chairman,20121024,1
1607,duke,Governor,20121024,1
1608,lacker,President,20121024,1
1609,lockhart,President,20121024,1
1610,pianalto,President,20121024,1
1611,powell,Governor,20121024,1
1612,raskin,Governor,20121024,1
1613,stein,Governor,20121024,1
1614,tarullo,Governor,20121024,1
1615,williams,President,20121024,1
1616,yellen,Governor,20121024,1
1617,bernanke,Chairman,20121212,1
1618,dudley,Vice Chairman,20121212,1
1619,duke,Governor,20121212,1
1620,lacker,President,20121212,1
1621,lockhart,President,20121212,1
1622,pianalto,President,20121212,1
1623,powell,Governor,20121212,1
1624,raskin,Governor,20121212,1
1625,stein,Governor,20121212,1
1626,tarullo,Governor,20121212,1
1627,williams,President,20121212,1
1628,yellen,Governor,20121212,1
1629,bernanke,Chairman,20130130,1
1630,dudley,Vice Chairman,20130130,1
1631,bullard,President,20130130,1
1632,duke,Governor,20130130,1
1633,evans,President,20130130,1
1634,george,President,20130130,1
1635,powell,Governor,20130130,1
1636,raskin,Governor,20130130,1
1637,rosengren,President,20130130,1
1638,stein,Governor,20130130,1
1639,tarullo,Governor,20130130,1
1640,yellen,Governor,20130130,1
1641,bernanke,Chairman,20130320,1
1642,dudley,Vice Chairman,20130320,1
1643,bullard,President,20130320,1
1644,duke,Governor,20130320,1
1645,evans,President,20130320,1
1646,george,President,20130320,1
1647,powell,Governor,20130320,1
1648,raskin,Governor,20130320,1
1649,rosengren,President,20130320,1
1650,stein,Governor,20130320,1
1651,tarullo,Governor,20130320,1
1652,yellen,Governor,20130320,1
1653,bernanke,Chairman,20130501,1
1654,dudley,Vice Chairman,20130501,1
1655,bullard,President,20130501,1
1656,duke,Governor,20130501,1
1657,evans,President,20130501,1
1658,george,President,20130501,1
1659,powell,Governor,20130501,1
1660,raskin,Governor,20130501,1
1661,rosengren,President,20130501,1
1662,stein,Governor,20130501,1
1663,tarullo,Governor,20130501,1
1664,yellen,Governor,20130501,1
1665,bernanke,Chairman,20130619,1
1666,dudley,Vice Chairman,20130619,1
1667,bullard,President,20130619,1
1668,duke,Governor,20130619,1
1669,evans,President,20130619,1
1670,george,President,20130619,1
1671,powell,Governor,20130619,1
1672,raskin,Governor,20130619,1
1673,rosengren,President,20130619,1
1674,stein,Governor,20130619,1
1675,tarullo,Governor,20130619,1
1676,yellen,Governor,20130619,1
1677,bernanke,Chairman,20130731,1
1678,dudley,Vice Chairman,20130731,1
1679,bullard,President,20130731,1
1680,duke,Governor,20130731,1
1681,evans,President,20130731,1
1682,george,President,20130731,1
1683,powell,Governor,20130731,1
1684,raskin,Governor,20130731,1
1685,rosengren,President,20130731,1
1686,stein,Governor,20130731,1
1687,tarullo,Governor,20130731,1
1688,yellen,Governor,20130731,1
1689,bernanke,Chairman,20130918,1
1690,dudley,Vice Chairman,20130918,1
1691,bullard,President,20130918,1
1692,evans,President,20130918,1
1693,george,President,20130918,1
1694,powell,Governor,20130918,1
1695,rosengren,President,20130918,1
1696,stein,Governor,20130918,1
1697,tarullo,Governor,20130918,1
1698,yellen,Governor,20130918,1
1699,bernanke,Chairman,20131030,1
1700,dudley,Vice Chairman,20131030,1
1701,bullard,President,20131030,1
1702,evans,President,20131030,1
1703,george,President,20131030,1
1704,powell,Governor,20131030,1
1705,rosengren,President,20131030,1
1706,stein,Governor,20131030,1
1707,tarullo,Governor,20131030,1
1708,yellen,Governor,20131030,1
1709,bernanke,Chairman,20131218,1
1710,dudley,Vice Chairman,20131218,1
1711,bullard,President,20131218,1
1712,evans,President,20131218,1
1713,george,President,20131218,1
1714,powell,Governor,20131218,1
1715,rosengren,President,20131218,1
1716,stein,Governor,20131218,1
1717,tarullo,Governor,20131218,1
1718,yellen,Governor,20131218,1
1719,bernanke,Chairman,20140129,1
1720,dudley,Vice Chairman,20140129,1
1721,fisher,President,20140129,1
1722,kocherlakota,President,20140129,1
1723,pianalto,President,20140129,1
1724,plosser,President,20140129,1
1725,powell,Governor,20140129,1
1726,stein,Governor,20140129,1
1727,tarullo,Governor,20140129,1
1728,yellen,Governor,20140129,1
1729,yellen,Chair,20140319,1
1730,dudley,Vice Chairman,20140319,1
1731,fisher,President,20140319,1
1732,kocherlakota,President,20140319,1
1733,pianalto,President,20140319,1
1734,plosser,President,20140319,1
1735,powell,Governor,20140319,1
1736,stein,Governor,20140319,1
1737,tarullo,Governor,20140319,1
1738,yellen,Chair,20140430,1
1739,dudley,Vice Chairman,20140430,1
1740,fisher,President,20140430,1
1741,kocherlakota,President,20140430,1
1742,pianalto,President,20140430,1
1743,plosser,President,20140430,1
1744,powell,Governor,20140430,1
1745,stein,Governor,20140430,1
1746,tarullo,Governor,20140430,1
1747,yellen,Chair,20140618,1
1748,dudley,Vice Chairman,20140618,1
1749,brainard,Governor,20140618,1
1750,fischer,Governor,20140618,1
1751,fisher,President,20140618,1
1752,kocherlakota,President,20140618,1
1753,mester,President,20140618,1
1754,plosser,President,20140618,1
1755,powell,Governor,20140618,1
1756,tarullo,Governor,20140618,1
1757,yellen,Chair,20140730,1
1758,dudley,Vice Chairman,20140730,1
1759,brainard,Governor,20140730,1
1760,fischer,Governor,20140730,1
1761,fisher,President,20140730,1
1762,kocherlakota,President,20140730,1
1763,mester,President,20140730,1
1764,plosser,President,20140730,1
1765,powell,Governor,20140730,1
1766,tarullo,Governor,20140730,1
1767,yellen,Chair,20140917,1
1768,dudley,Vice Chairman,20140917,1
1769,brainard,Governor,20140917,1
1770,fischer,Governor,20140917,1
1771,fisher,President,20140917,1
1772,kocherlakota,President,20140917,1
1773,mester,President,20140917,1
1774,plosser,President,20140917,1
1775,powell,Governor,20140917,1
1776,tarullo,Governor,20140917,1
1777,yellen,Chair,20141029,1
1778,dudley,Vice Chairman,20141029,1
1779,brainard,Governor,20141029,1
1780,fischer,Governor,20141029,1
1781,fisher,President,20141029,1
1782,kocherlakota,President,20141029,1
1783,mester,President,20141029,1
1784,plosser,President,20141029,1
1785,powell,Governor,20141029,1
1786,tarullo,Governor,20141029,1
1787,yellen,Chair,20141217,1
1788,dudley,Vice Chairman,20141217,1
1789,brainard,Governor,20141217,1
1790,fischer,Governor,20141217,1
1791,fisher,President,20141217,1
1792,kocherlakota,President,20141217,1
1793,mester,President,20141217,1
1794,plosser,President,20141217,1
1795,powell,Governor,20141217,1
1796,tarullo,Governor,20141217,1
1797,yellen,Chair,20150128,1
1798,dudley,Vice Chairman,20150128,1
1799,brainard,Governor,20150128,1
1800,evans,President,20150128,1
1801,fischer,Governor,20150128,1
1802,lacker,President,20150128,1
1803,lockhart,President,20150128,1
1804,powell,Governor,20150128,1
1805,tarullo,Governor,20150128,1
1806,williams,President,20150128,1
1807,yellen,Chair,20150318,1
1808,dudley,Vice Chairman,20150318,1
1809,brainard,Governor,20150318,1
1810,evans,President,20150318,1
1811,fischer,Governor,20150318,1
1812,lacker,President,20150318,1
1813,lockhart,President,20150318,1
1814,powell,Governor,20150318,1
1815,tarullo,Governor,20150318,1
1816,williams,President,20150318,1
1817,yellen,Chair,20150429,1
1818,dudley,Vice Chairman,20150429,1
1819,brainard,Governor,20150429,1
1820,evans,President,20150429,1
1821,fischer,Governor,20150429,1
1822,lacker,President,20150429,1
1823,lockhart,President,20150429,1
1824,powell,Governor,20150429,1
1825,tarullo,Governor,20150429,1
1826,williams,President,20150429,1
1827,yellen,Chair,20150617,1
1828,dudley,Vice Chairman,20150617,1
1829,brainard,Governor,20150617,1
1830,evans,President,20150617,1
1831,fischer,Governor,20150617,1
1832,lacker,President,20150617,1
1833,lockhart,President,20150617,1
1834,powell,Governor,20150617,1
1835,tarullo,Governor,20150617,1
1836,williams,President,20150617,1
1837,yellen,Chair,20150729,1
1838,dudley,Vice Chairman,20150729,1
1839,brainard,Governor,20150729,1
1840,evans,President,20150729,1
1841,fischer,Governor,20150729,1
1842,lacker,President,20150729,1
1843,lockhart,President,20150729,1
1844,powell,Governor,20150729,1
1845,tarullo,Governor,20150729,1
1846,williams,President,20150729,1
1847,yellen,Chair,20150917,1
1848,dudley,Vice Chairman,20150917,1
1849,brainard,Governor,20150917,1
1850,evans,President,20150917,1
1851,fischer,Governor,20150917,1
1852,lacker,President,20150917,1
1853,lockhart,President,20150917,1
1854,powell,Governor,20150917,1
1855,tarullo,Governor,20150917,1
1856,williams,President,20150917,1
1857,yellen,Chair,20151028,1
1858,dudley,Vice Chairman,20151028,1
1859,brainard,Governor,20151028,1
1860,evans,President,20151028,1
1861,fischer,Governor,20151028,1
1862,lacker,President,20151028,1
1863,lockhart,President,20151028,1
1864,powell,Governor,20151028,1
1865,tarullo,Governor,20151028,1
1866,williams,President,20151028,1
1867,yellen,Chair,20151216,1
1868,dudley,Vice Chairman,20151216,1
1869,brainard,Governor,20151216,1
1870,evans,President,20151216,1
1871,fischer,Governor,20151216,1
1872,lacker,President,20151216,1
1873,lockhart,President,20151216,1
1874,powell,Governor,20151216,1
1875,tarullo,Governor,20151216,1
1876,williams,President,20151216,1
1877,yellen,Chair,20160127,1
1878,dudley,Vice Chairman,20160127,1
1879,brainard,Governor,20160127,1
1880,bullard,President,20160127,1
1881,fischer,Governor,20160127,1
1882,george,President,20160127,1
1883,mester,President,20160127,1
1884,powell,Governor,20160127,1
1885,rosengren,President,20160127,1
1886,tarullo,Governor,20160127,1
1887,yellen,Chair,20160316,1
1888,dudley,Vice Chairman,20160316,1
1889,brainard,Governor,20160316,1
1890,bullard,President,20160316,1
1891,fischer,Governor,20160316,1
1892,george,President,20160316,1
1893,mester,President,20160316,1
1894,powell,Governor,20160316,1
1895,rosengren,President,20160316,1
1896,tarullo,Governor,20160316,1
1897,yellen,Chair,20160427,1
1898,dudley,Vice Chairman,20160427,1
1899,brainard,Governor,20160427,1
1900,bullard,President,20160427,1
1901,fischer,Governor,20160427,1
1902,george,President,20160427,1
1903,mester,President,20160427,1
1904,powell,Governor,20160427,1
1905,rosengren,President,20160427,1
1906,tarullo,Governor,20160427,1
1907,yellen,Chair,20160615,1
1908,dudley,Vice Chairman,20160615,1
1909,brainard,Governor,20160615,1
1910,bullard,President,20160615,1
1911,fischer,Governor,20160615,1
1912,george,President,20160615,1
1913,mester,President,20160615,1
1914,powell,Governor,20160615,1
1915,rosengren,President,20160615,1
1916,tarullo,Governor,20160615,1
1917,yellen,Chair,20160727,1
1918,dudley,Vice Chairman,20160727,1
1919,brainard,Governor,20160727,1
1920,bullard,President,20160727,1
1921,fischer,Governor,20160727,1
1922,george,President,20160727,1
1923,mester,President,20160727,1
1924,powell,Governor,20160727,1
1925,rosengren,President,20160727,1
1926,tarullo,Governor,20160727,1
1927,yellen,Chair,20160921,1
1928,dudley,Vice Chairman,20160921,1
1929,brainard,Governor,20160921,1
1930,bullard,President,20160921,1
1931,fischer,Governor,20160921,1
1932,george,President,20160921,1
1933,mester,President,20160921,1
1934,powell,Governor,20160921,1
1935,rosengren,President,20160921,1
1936,tarullo,Governor,20160921,1
1937,yellen,Chair,20161102,1
1938,dudley,Vice Chairman,20161102,1
1939,brainard,Governor,20161102,1
1940,bullard,President,20161102,1
1941,fischer,Governor,20161102,1
1942,george,President,20161102,1
1943,mester,President,20161102,1
1944,powell,Governor,20161102,1
1945,rosengren,President,20161102,1
1946,tarullo,Governor,20161102,1
1947,yellen,Chair,20161214,1
1948,dudley,Vice Chairman,20161214,1
1949,brainard,Governor,20161214,1
1950,bullard,President,20161214,1
1951,fischer,Governor,20161214,1
1952,george,President,20161214,1
1953,mester,President,20161214,1
1954,powell,Governor,20161214,1
1955,rosengren,President,20161214,1
1956,tarullo,Governor,20161214,1
1957,yellen,Chair,20170201,1
1958,dudley,Vice Chairman,20170201,1
1959,brainard,Governor,20170201,1
1960,evans,President,20170201,1
1961,fischer,Governor,20170201,1
1962,harker,President,20170201,1
1963,kaplan,President,20170201,1
1964,kashkari,President,20170201,1
1965,powell,Governor,20170201,1
1966,tarullo,Governor,20170201,1
1967,yellen,Chair,20170315,1
1968,dudley,Vice Chairman,20170315,1
1969,brainard,Governor,20170315,1
1970,evans,President,20170315,1
1971,fischer,Governor,20170315,1
1972,harker,President,20170315,1
1973,kaplan,President,20170315,1
1974,kashkari,President,20170315,1
1975,powell,Governor,20170315,1
1976,tarullo,Governor,20170315,1
1977,yellen,Chair,20170503,1
1978,dudley,Vice Chairman,20170503,1
1979,brainard,Governor,20170503,1
1980,evans,President,20170503,1
1981,fischer,Governor,20170503,1
1982,harker,President,20170503,1
1983,kaplan,President,20170503,1
1984,kashkari,President,20170503,1
1985,powell,Governor,20170503,1
1986,yellen,Chair,20170614,1
1987,dudley,Vice Chairman,20170614,1
1988,brainard,Governor,20170614,1
1989,evans,President,20170614,1
1990,fischer,Governor,20170614,1
1991,harker,President,20170614,1
1992,kaplan,President,20170614,1
1993,kashkari,President,20170614,1
1994,powell,Governor,20170614,1
1995,yellen,Chair,20170726,1
1996,dudley,Vice Chairman,20170726,1
1997,brainard,Governor,20170726,1
1998,evans,President,20170726,1
1999,fischer,Governor,20170726,1
2000,harker,President,20170726,1
2001,kaplan,President,20170726,1
2002,kashkari,President,20170726,1
2003,powell,Governor,20170726,1
2004,yellen,Chair,20170920,1
2005,dudley,Vice Chairman,20170920,1
2006,brainard,Governor,20170920,1
2007,evans,President,20170920,1
2008,fischer,Governor,20170920,1
2009,harker,President,20170920,1
2010,kaplan,President,20170920,1
2011,kashkari,President,20170920,1
2012,powell,Governor,20170920,1
2013,yellen,Chair,20171101,1
2014,dudley,Vice Chairman,20171101,1
2015,brainard,Governor,20171101,1
2016,evans,President,20171101,1
2017,harker,President,20171101,1
2018,kaplan,President,20171101,1
2019,kashkari,President,20171101,1
2020,powell,Governor,20171101,1
2021,quarles,Governor,20171101,1
2022,yellen,Chair,20171213,1
2023,dudley,Vice Chairman,20171213,1
2024,brainard,Governor,20171213,1
2025,evans,President,20171213,1
2026,harker,President,20171213,1
2027,kaplan,President,20171213,1
2028,kashkari,President,20171213,1
2029,powell,Governor,20171213,1
2030,quarles,Governor,20171213,1
2031,yellen,Chair,20180131,1
2032,dudley,Vice Chairman,20180131,1
2033,barkin,President,20180131,1
2034,bostic,President,20180131,1
2035,brainard,Governor,20180131,1
2036,mester,President,20180131,1
2037,powell,Governor,20180131,1
2038,quarles,Governor,20180131,1
2039,williams,President,20180131,1
2040,powell,Chairman,20180321,1
2041,dudley,Vice Chairman,20180321,1
2042,barkin,President,20180321,1
2043,bostic,President,20180321,1
2044,brainard,Governor,20180321,1
2045,mester,President,20180321,1
2046,quarles,Governor,20180321,1
2047,williams,President,20180321,1
2048,powell,Chairman,20180502,1
2049,dudley,Vice Chairman,20180502,1
2050,barkin,President,20180502,1
2051,bostic,President,20180502,1
2052,brainard,Governor,20180502,1
2053,mester,President,20180502,1
2054,quarles,Governor,20180502,1
2055,williams,President,20180502,1
2056,powell,Chairman,20180613,1
2057,dudley,Vice Chairman,20180613,1
2058,barkin,President,20180613,1
2059,bostic,President,20180613,1
2060,brainard,Governor,20180613,1
2061,mester,President,20180613,1
2062,quarles,Governor,20180613,1
2063,williams,President,20180613,1
2064,powell,Chairman,20180801,1
2065,williams,Vice Chairman,20180801,1
2066,barkin,President,20180801,1
2067,bostic,President,20180801,1
2068,brainard,Governor,20180801,1
2069,mester,President,20180801,1
2070,quarles,Governor,20180801,1
2071,george,President,20180801,1
2072,powell,Chairman,20180926,1
2073,williams,Vice Chairman,20180926,1
2074,clarida,Governor,20180926,1
2075,barkin,President,20180926,1
2076,bostic,President,20180926,1
2077,brainard,Governor,20180926,1
2078,mester,President,20180926,1
2079,quarles,Governor,20180926,1
2080,george,President,20180926,1
2081,powell,Chairman,20181108,1
2082,williams,Vice Chairman,20181108,1
2083,barkin,President,20181108,1
2084,bostic,President,20181108,1
2085,brainard,Governor,20181108,1
2086,clarida,Governor,20181108,1
2087,daly,President,20181108,1
2088,mester,President,20181108,1
2089,quarles,Governor,20181108,1
2090,powell,Chairman,20181219,1
2091,williams,Vice Chairman,20181219,1
2092,barkin,President,20181219,1
2093,bostic,President,20181219,1
2094,bowman,Governor,20181219,1
2095,brainard,Governor,20181219,1
2096,clarida,Governor,20181219,1
2097,daly,President,20181219,1
2098,mester,President,20181219,1
2099,quarles,Governor,20181219,1
