,Voter_transcript,date,Attendance_transcript,Attendees,Male,Female,Percent Male Att,Percent Female Att,ATT NOT VOTERS,Female Voters,Male Voters,Female NON Voters,Male NON Voters,Number of Voters,percent_fem_voter,percent_male_voter,Number of NonVoters,percent_female_NONvoters,percent_male_NONvoters
66,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20020507_voters.csv,20020507,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20020507_att.csv,51,42,8,0.8235294117647058,0.1568627450980392,41,1,8,0,1,9,0.1111111111111111,0.8888888888888888,1,0.0,1.0
67,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20020626_voters.csv,20020626,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20020626_att.csv,61,52,9,0.8524590163934426,0.1475409836065573,51,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
68,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20020813_voters.csv,20020813,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20020813_att.csv,57,49,8,0.8596491228070176,0.1403508771929824,45,1,9,0,0,10,0.1,0.9,0,,
69,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20020924_voters.csv,20020924,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20020924_att.csv,55,50,5,0.9090909090909092,0.0909090909090909,43,1,9,0,0,10,0.1,0.9,0,,
70,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20021106_voters.csv,20021106,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20021106_att.csv,53,46,7,0.8679245283018868,0.1320754716981132,41,1,9,0,0,10,0.1,0.9,0,,
71,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20021210_voters.csv,20021210,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20021210_att.csv,54,46,8,0.8518518518518519,0.1481481481481481,42,1,9,0,0,10,0.1,0.9,0,,
72,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030129_voters.csv,20030129,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030129_att.csv,63,54,9,0.8571428571428571,0.1428571428571428,51,1,9,0,0,10,0.1,0.9,0,,
73,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030318_voters.csv,20030318,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030318_att.csv,52,44,8,0.8461538461538461,0.1538461538461538,40,1,9,0,0,10,0.1,0.9,0,,
74,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030506_voters.csv,20030506,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030506_att.csv,55,46,9,0.8363636363636363,0.1636363636363636,43,1,9,0,0,10,0.1,0.9,0,,
75,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030625_voters.csv,20030625,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030625_att.csv,61,53,8,0.8688524590163934,0.1311475409836065,49,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
76,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030812_voters.csv,20030812,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030812_att.csv,53,44,9,0.8301886792452831,0.1698113207547169,41,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
77,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20030916_voters.csv,20030916,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20030916_att.csv,55,46,9,0.8363636363636363,0.1636363636363636,43,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
78,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20031028_voters.csv,20031028,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20031028_att.csv,52,43,9,0.8269230769230769,0.173076923076923,40,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
79,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20031209_voters.csv,20031209,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20031209_att.csv,58,50,8,0.8620689655172413,0.1379310344827586,46,0,5,0,0,5,0.0,1.0,0,,
80,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040128_voters.csv,20040128,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040128_att.csv,59,50,9,0.847457627118644,0.1525423728813559,47,3,7,0,0,10,0.3,0.7,0,,
81,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040316_voters.csv,20040316,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040316_att.csv,57,49,8,0.8596491228070176,0.1403508771929824,45,3,7,0,0,10,0.3,0.7,0,,
82,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040504_voters.csv,20040504,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040504_att.csv,56,48,8,0.8571428571428571,0.1428571428571428,44,3,7,0,0,10,0.3,0.7,0,,
83,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040630_voters.csv,20040630,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040630_att.csv,64,52,12,0.8125,0.1875,52,3,7,0,0,10,0.3,0.7,0,,
84,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040810_voters.csv,20040810,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040810_att.csv,53,45,8,0.8490566037735849,0.1509433962264151,41,3,7,0,0,10,0.3,0.7,0,,
85,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20040921_voters.csv,20040921,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20040921_att.csv,58,47,11,0.8103448275862069,0.1896551724137931,46,3,7,0,0,10,0.3,0.7,0,,
86,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20041110_voters.csv,20041110,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20041110_att.csv,58,48,10,0.8275862068965517,0.1724137931034483,46,3,7,0,0,10,0.3,0.7,0,,
87,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20041214_voters.csv,20041214,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20041214_att.csv,59,48,11,0.8135593220338984,0.1864406779661017,47,3,7,0,0,10,0.3,0.7,0,,
88,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050202_voters.csv,20050202,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050202_att.csv,68,57,11,0.8382352941176471,0.1617647058823529,56,1,10,0,0,11,0.09090909090909091,0.9090909090909091,0,,
89,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050322_voters.csv,20050322,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050322_att.csv,57,47,10,0.8245614035087719,0.175438596491228,45,1,10,0,0,11,0.09090909090909091,0.9090909090909091,0,,
90,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050503_voters.csv,20050503,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050503_att.csv,58,48,10,0.8275862068965517,0.1724137931034483,47,1,9,0,0,10,0.1,0.9,0,,
91,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050630_voters.csv,20050630,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050630_att.csv,70,59,11,0.8428571428571429,0.1571428571428571,59,1,9,0,0,10,0.1,0.9,0,,
92,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050809_voters.csv,20050809,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050809_att.csv,51,40,11,0.7843137254901961,0.2156862745098039,41,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
93,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20050920_voters.csv,20050920,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20050920_att.csv,55,46,9,0.8363636363636363,0.1636363636363636,45,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
94,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20051101_voters.csv,20051101,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20051101_att.csv,52,42,10,0.8076923076923077,0.1923076923076923,42,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
95,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20051213_voters.csv,20051213,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20051213_att.csv,56,45,11,0.8035714285714286,0.1964285714285714,46,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
96,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060131_voters.csv,20060131,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060131_att.csv,59,46,13,0.7796610169491526,0.2203389830508474,49,3,7,0,0,10,0.3,0.7,0,,
97,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060328_voters.csv,20060328,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060328_att.csv,56,45,11,0.8035714285714286,0.1964285714285714,45,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
98,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060510_voters.csv,20060510,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060510_att.csv,53,44,9,0.8301886792452831,0.1698113207547169,42,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
99,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060629_voters.csv,20060629,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060629_att.csv,58,47,11,0.8103448275862069,0.1896551724137931,48,3,7,0,0,10,0.3,0.7,0,,
100,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060808_voters.csv,20060808,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060808_att.csv,53,42,11,0.7924528301886793,0.2075471698113207,43,3,7,0,0,10,0.3,0.7,0,,
101,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20060920_voters.csv,20060920,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20060920_att.csv,56,45,11,0.8035714285714286,0.1964285714285714,45,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
102,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20061025_voters.csv,20061025,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20061025_att.csv,56,44,12,0.7857142857142857,0.2142857142857142,45,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
103,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20061212_voters.csv,20061212,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20061212_att.csv,59,47,12,0.7966101694915254,0.2033898305084746,48,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
104,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070131_voters.csv,20070131,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070131_att.csv,68,53,14,0.7794117647058824,0.2058823529411764,57,2,8,0,1,10,0.2,0.8,1,0.0,1.0
105,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070321_voters.csv,20070321,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070321_att.csv,62,49,13,0.7903225806451613,0.2096774193548387,52,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
106,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070509_voters.csv,20070509,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070509_att.csv,57,47,10,0.8245614035087719,0.175438596491228,47,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
107,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070628_voters.csv,20070628,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070628_att.csv,58,45,13,0.7758620689655172,0.2241379310344827,48,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
108,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070807_voters.csv,20070807,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070807_att.csv,56,46,10,0.8214285714285714,0.1785714285714285,46,0,8,0,0,8,0.0,1.0,0,,
109,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20070918_voters.csv,20070918,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20070918_att.csv,63,50,13,0.7936507936507936,0.2063492063492063,53,0,9,0,0,9,0.0,1.0,0,,
110,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20071031_voters.csv,20071031,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20071031_att.csv,61,52,9,0.8524590163934426,0.1475409836065573,51,0,9,0,0,9,0.0,1.0,0,,
111,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20071211_voters.csv,20071211,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20071211_att.csv,55,47,8,0.8545454545454545,0.1454545454545454,45,0,9,0,0,9,0.0,1.0,0,,
112,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080130_voters.csv,20080130,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080130_att.csv,68,56,12,0.8235294117647058,0.1764705882352941,58,1,9,0,0,10,0.1,0.9,0,,
113,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080318_voters.csv,20080318,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080318_att.csv,56,48,8,0.8571428571428571,0.1428571428571428,46,1,9,0,0,10,0.1,0.9,0,,
114,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080430_voters.csv,20080430,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080430_att.csv,74,57,17,0.7702702702702703,0.2297297297297297,64,1,9,0,0,10,0.1,0.9,0,,
115,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080625_voters.csv,20080625,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080625_att.csv,73,57,16,0.7808219178082192,0.2191780821917808,63,1,9,0,0,10,0.1,0.9,0,,
116,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080805_voters.csv,20080805,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080805_att.csv,55,46,9,0.8363636363636363,0.1636363636363636,44,2,9,0,0,11,0.18181818181818182,0.8181818181818182,0,,
117,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20080916_voters.csv,20080916,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20080916_att.csv,56,48,8,0.8571428571428571,0.1428571428571428,46,3,7,0,0,10,0.3,0.7,0,,
118,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20081029_voters.csv,20081029,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20081029_att.csv,62,51,11,0.8225806451612904,0.1774193548387097,52,2,8,0,0,10,0.2,0.8,0,,
119,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20081216_voters.csv,20081216,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20081216_att.csv,61,49,12,0.8032786885245902,0.1967213114754098,51,3,7,0,0,10,0.3,0.7,0,,
120,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090128_voters.csv,20090128,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090128_att.csv,69,51,17,0.7391304347826086,0.2463768115942029,60,2,7,0,1,9,0.2222222222222222,0.7777777777777778,1,0.0,1.0
121,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090318_voters.csv,20090318,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090318_att.csv,63,51,11,0.8095238095238095,0.1746031746031746,53,2,8,0,1,10,0.2,0.8,1,0.0,1.0
122,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090429_voters.csv,20090429,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090429_att.csv,64,50,13,0.78125,0.203125,54,2,8,0,1,10,0.2,0.8,1,0.0,1.0
123,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090624_voters.csv,20090624,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090624_att.csv,69,57,12,0.8260869565217391,0.1739130434782608,59,2,8,0,0,10,0.2,0.8,0,,
124,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090812_voters.csv,20090812,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090812_att.csv,65,51,14,0.7846153846153846,0.2153846153846154,55,2,8,0,0,10,0.2,0.8,0,,
125,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20090923_voters.csv,20090923,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20090923_att.csv,59,47,12,0.7966101694915254,0.2033898305084746,49,2,8,0,0,10,0.2,0.8,0,,
126,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20091104_voters.csv,20091104,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20091104_att.csv,60,46,14,0.7666666666666667,0.2333333333333333,50,2,8,0,0,10,0.2,0.8,0,,
127,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20091216_voters.csv,20091216,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20091216_att.csv,66,55,11,0.8333333333333334,0.1666666666666666,56,2,8,0,0,10,0.2,0.8,0,,
128,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100127_voters.csv,20100127,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100127_att.csv,71,56,15,0.7887323943661971,0.2112676056338028,61,2,8,0,0,10,0.2,0.8,0,,
129,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100316_voters.csv,20100316,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100316_att.csv,60,48,12,0.8,0.2,50,2,8,0,0,10,0.2,0.8,0,,
130,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100428_voters.csv,20100428,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100428_att.csv,67,53,14,0.7910447761194029,0.208955223880597,57,2,8,0,0,10,0.2,0.8,0,,
131,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100623_voters.csv,20100623,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100623_att.csv,72,58,14,0.8055555555555556,0.1944444444444444,62,2,8,0,0,10,0.2,0.8,0,,
132,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100810_voters.csv,20100810,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100810_att.csv,64,50,14,0.78125,0.21875,54,2,8,0,0,10,0.2,0.8,0,,
