,Voter_transcript,date,Attendance_transcript,Attendees,Male,Female,Percent Male Att,Percent Female Att,ATT NOT VOTERS,Female Voters,Male Voters,Female NON Voters,Male NON Voters,Number of Voters,percent_fem_voter,percent_male_voter,Number of NonVoters,percent_female_NONvoters,percent_male_NONvoters
133,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20100921_voters.csv,20100921,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20100921_att.csv,60,49,11,0.8166666666666667,0.1833333333333333,51,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
134,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20101103_voters.csv,20101103,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20101103_att.csv,64,52,12,0.8125,0.1875,54,3,7,0,0,10,0.3,0.7,0,,
135,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20101214_voters.csv,20101214,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20101214_att.csv,60,49,11,0.8166666666666667,0.1833333333333333,49,4,7,0,0,11,0.36363636363636365,0.6363636363636364,0,,
136,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110126_voters.csv,20110126,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110126_att.csv,69,54,15,0.782608695652174,0.217391304347826,58,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
137,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110315_voters.csv,20110315,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110315_att.csv,61,50,11,0.819672131147541,0.180327868852459,51,3,7,0,0,10,0.3,0.7,0,,
138,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110427_voters.csv,20110427,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110427_att.csv,64,52,12,0.8125,0.1875,54,3,7,0,0,10,0.3,0.7,0,,
139,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110622_voters.csv,20110622,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110622_att.csv,70,55,15,0.7857142857142857,0.2142857142857142,60,3,7,0,0,10,0.3,0.7,0,,
140,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110809_voters.csv,20110809,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110809_att.csv,62,50,12,0.8064516129032258,0.1935483870967742,52,3,7,0,0,10,0.3,0.7,0,,
141,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20110921_voters.csv,20110921,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20110921_att.csv,63,47,15,0.746031746031746,0.238095238095238,53,3,7,0,1,10,0.3,0.7,1,0.0,1.0
142,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20111102_voters.csv,20111102,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20111102_att.csv,66,50,16,0.7575757575757576,0.2424242424242424,56,3,7,0,0,10,0.3,0.7,0,,
143,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20111213_voters.csv,20111213,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20111213_att.csv,62,47,15,0.7580645161290323,0.2419354838709677,52,3,7,0,0,10,0.3,0.7,0,,
144,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120125_voters.csv,20120125,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120125_att.csv,71,54,16,0.7605633802816901,0.2253521126760563,61,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
145,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120313_voters.csv,20120313,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120313_att.csv,60,47,13,0.7833333333333333,0.2166666666666666,50,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
146,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120425_voters.csv,20120425,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120425_att.csv,62,46,16,0.7419354838709677,0.2580645161290322,52,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
147,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120620_voters.csv,20120620,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120620_att.csv,69,52,17,0.7536231884057971,0.2463768115942029,57,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
148,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120801_voters.csv,20120801,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120801_att.csv,64,49,15,0.765625,0.234375,52,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
149,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20120913_voters.csv,20120913,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120913_att.csv,68,51,17,0.75,0.25,56,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
150,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20121024_voters.csv,20121024,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20121024_att.csv,63,48,15,0.7619047619047619,0.238095238095238,51,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
151,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20121212_voters.csv,20121212,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20121212_att.csv,66,45,21,0.6818181818181818,0.3181818181818182,54,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
152,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130130_voters.csv,20130130,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130130_att.csv,71,54,17,0.7605633802816901,0.2394366197183098,59,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
153,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130320_voters.csv,20130320,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130320_att.csv,68,54,14,0.7941176470588235,0.2058823529411764,56,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
154,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130501_voters.csv,20130501,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130501_att.csv,63,51,12,0.8095238095238095,0.1904761904761904,51,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
155,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130619_voters.csv,20130619,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130619_att.csv,71,55,16,0.7746478873239436,0.2253521126760563,59,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
156,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130731_voters.csv,20130731,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130731_att.csv,64,46,18,0.71875,0.28125,52,3,8,0,0,11,0.2727272727272727,0.7272727272727273,0,,
157,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20130918_voters.csv,20130918,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130918_att.csv,66,51,15,0.7727272727272727,0.2272727272727272,56,2,6,0,0,8,0.25,0.75,0,,
158,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20131030_voters.csv,20131030,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20131030_att.csv,63,50,13,0.7936507936507936,0.2063492063492063,53,2,6,0,0,8,0.25,0.75,0,,
159,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20131218_voters.csv,20131218,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20131218_att.csv,65,50,15,0.7692307692307693,0.2307692307692307,55,2,6,0,0,8,0.25,0.75,0,,
160,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140129_voters.csv,20140129,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140129_att.csv,67,55,12,0.8208955223880597,0.1791044776119403,57,1,8,0,0,9,0.1111111111111111,0.8888888888888888,0,,
161,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140319_voters.csv,20140319,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140319_att.csv,63,51,12,0.8095238095238095,0.1904761904761904,54,1,7,0,0,8,0.125,0.875,0,,
162,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140430_voters.csv,20140430,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140430_att.csv,75,58,17,0.7733333333333333,0.2266666666666666,66,1,7,0,0,8,0.125,0.875,0,,
163,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140618_voters.csv,20140618,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140618_att.csv,79,58,21,0.7341772151898734,0.2658227848101265,69,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
164,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140730_voters.csv,20140730,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140730_att.csv,76,56,20,0.7368421052631579,0.2631578947368421,66,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
165,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20140917_voters.csv,20140917,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140917_att.csv,70,56,14,0.8,0.2,60,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
166,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20141029_voters.csv,20141029,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20141029_att.csv,71,57,14,0.8028169014084507,0.1971830985915492,61,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
167,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20141217_voters.csv,20141217,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20141217_att.csv,69,53,16,0.7681159420289855,0.2318840579710145,59,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
168,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150128_voters.csv,20150128,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150128_att.csv,80,64,16,0.8,0.2,70,2,8,0,0,10,0.2,0.8,0,,
169,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150318_voters.csv,20150318,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150318_att.csv,74,55,19,0.7432432432432432,0.2567567567567567,64,2,8,0,0,10,0.2,0.8,0,,
170,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150429_voters.csv,20150429,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150429_att.csv,74,55,19,0.7432432432432432,0.2567567567567567,64,2,8,0,0,10,0.2,0.8,0,,
171,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150617_voters.csv,20150617,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150617_att.csv,82,62,19,0.7560975609756098,0.2317073170731707,72,2,8,0,1,10,0.2,0.8,1,0.0,1.0
172,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150729_voters.csv,20150729,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150729_att.csv,77,56,21,0.7272727272727273,0.2727272727272727,67,2,8,0,0,10,0.2,0.8,0,,
173,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20150917_voters.csv,20150917,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150917_att.csv,74,58,16,0.7837837837837838,0.2162162162162162,64,2,8,0,0,10,0.2,0.8,0,,
174,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20151028_voters.csv,20151028,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20151028_att.csv,78,64,14,0.8205128205128205,0.1794871794871795,68,2,8,0,0,10,0.2,0.8,0,,
175,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20151216_voters.csv,20151216,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20151216_att.csv,76,61,15,0.8026315789473685,0.1973684210526315,66,2,8,0,0,10,0.2,0.8,0,,
176,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160127_voters.csv,20160127,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160127_att.csv,76,58,18,0.7631578947368421,0.2368421052631578,66,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
177,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160316_voters.csv,20160316,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160316_att.csv,71,55,16,0.7746478873239436,0.2253521126760563,61,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
178,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160427_voters.csv,20160427,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160427_att.csv,81,63,18,0.7777777777777778,0.2222222222222222,71,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
179,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160615_voters.csv,20160615,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160615_att.csv,79,62,17,0.7848101265822784,0.2151898734177215,69,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
180,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160727_voters.csv,20160727,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160727_att.csv,80,59,21,0.7375,0.2625,70,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
181,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20160921_voters.csv,20160921,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160921_att.csv,78,61,17,0.782051282051282,0.2179487179487179,68,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
182,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20161102_voters.csv,20161102,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20161102_att.csv,85,61,24,0.7176470588235294,0.2823529411764706,75,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
183,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20161214_voters.csv,20161214,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20161214_att.csv,76,60,16,0.7894736842105263,0.2105263157894736,66,4,5,0,0,9,0.4444444444444444,0.5555555555555556,0,,
184,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170201_voters.csv,20170201,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170201_att.csv,78,59,19,0.7564102564102564,0.2435897435897435,68,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
185,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170315_voters.csv,20170315,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170315_att.csv,75,62,13,0.8266666666666667,0.1733333333333333,65,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
186,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170503_voters.csv,20170503,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170503_att.csv,78,58,20,0.7435897435897436,0.2564102564102564,69,2,6,0,0,8,0.25,0.75,0,,
187,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170614_voters.csv,20170614,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170614_att.csv,82,61,21,0.7439024390243902,0.2560975609756097,73,2,6,0,0,8,0.25,0.75,0,,
188,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170726_voters.csv,20170726,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170726_att.csv,71,55,16,0.7746478873239436,0.2253521126760563,62,2,6,0,0,8,0.25,0.75,0,,
189,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20170920_voters.csv,20170920,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170920_att.csv,71,58,13,0.8169014084507042,0.1830985915492957,62,2,6,0,0,8,0.25,0.75,0,,
190,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20171101_voters.csv,20171101,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20171101_att.csv,70,55,15,0.7857142857142857,0.2142857142857142,61,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
191,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20171213_voters.csv,20171213,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20171213_att.csv,74,56,18,0.7567567567567568,0.2432432432432432,65,2,7,0,0,9,0.2222222222222222,0.7777777777777778,0,,
192,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180131_voters.csv,20180131,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180131_att.csv,75,54,21,0.72,0.28,66,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
193,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180321_voters.csv,20180321,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180321_att.csv,72,56,16,0.7777777777777778,0.2222222222222222,64,2,6,0,0,8,0.25,0.75,0,,
194,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180502_voters.csv,20180502,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180502_att.csv,67,52,15,0.7761194029850746,0.2238805970149253,59,2,6,0,0,8,0.25,0.75,0,,
195,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180613_voters.csv,20180613,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180613_att.csv,78,63,15,0.8076923076923077,0.1923076923076923,70,2,6,0,0,8,0.25,0.75,0,,
196,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180801_voters.csv,20180801,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180801_att.csv,75,58,17,0.7733333333333333,0.2266666666666666,67,3,5,0,0,8,0.375,0.625,0,,
197,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20180926_voters.csv,20180926,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180926_att.csv,73,58,15,0.7945205479452054,0.2054794520547945,64,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
198,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20181108_voters.csv,20181108,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20181108_att.csv,92,70,22,0.7608695652173914,0.2391304347826087,83,3,6,0,0,9,0.3333333333333333,0.6666666666666666,0,,
199,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Voters\20181219_voters.csv,20181219,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20181219_att.csv,94,70,24,0.7446808510638298,0.2553191489361702,84,4,6,0,0,10,0.4,0.6,0,,
